YEAR,STRATUM,AOU,SPECIES,POP,SEPOP,VCF,SEVCF,POOL,CODE
1957,12,1470,Canvasback,4823,4560,2.59,0.46,,0
1957,13,1460,Redhead,0,0,3.11,0.24,,0
1957,13,1470,Canvasback,2843,2843,2.59,0.46,,0
1957,14,1460,Redhead,0,0,3.11,0.24,,0
1957,14,1470,Canvasback,0,0,2.59,0.46,,0
1957,15,1460,Redhead,0,972.88,3.11,0.24,,3
1957,15,1470,Canvasback,0,5410.28,2.59,0.46,,3
1957,16,1460,Redhead,0,0,3.11,0.24,,0
1957,16,1470,Canvasback,0,0,2.59,0.46,,0
1957,17,1460,Redhead,0,0,3.11,0.24,,0
1957,17,1470,Canvasback,0,0,2.59,0.46,,0
1957,18,1460,Redhead,0,0,3.11,0.24,,0
1957,18,1470,Canvasback,0,0,2.59,0.46,,0
1957,20,1460,Redhead,19557,6279,3.11,0.24,,0
1957,20,1470,Canvasback,12302,6028,2.59,0.46,,0
1957,21,1460,Redhead,0,0,3.11,0.24,,0
1957,21,1470,Canvasback,0,0,2.59,0.46,,0
1957,22,1460,Redhead,1037,1077,3.11,0.24,,0
1957,22,1470,Canvasback,0,0,2.59,0.46,,0
1957,23,1460,Redhead,0,0,3.11,0.24,,0
1957,23,1470,Canvasback,0,0,2.59,0.46,,0
1957,24,1460,Redhead,0,0,3.11,0.24,,0
1957,24,1470,Canvasback,0,0,2.59,0.46,,0
1957,25,1460,Redhead,17258,4086,3.11,0.24,,0
1957,25,1470,Canvasback,5889,2348,2.59,0.46,,0
1957,26,1460,Redhead,66593,12645,4.16,0.53,,0
1957,26,1470,Canvasback,82456,19293,2.82,0.37,,0
1957,27,1460,Redhead,20595,7337,4.16,0.53,,0
1957,27,1470,Canvasback,12970,7972,2.82,0.37,,0
1957,28,1460,Redhead,11290,4946,4.16,0.53,,0
1957,28,1470,Canvasback,2549,1084,2.82,0.37,,0
1957,29,1460,Redhead,7406,5686,4.16,0.53,,0
1957,29,1470,Canvasback,2617,975,2.82,0.37,,0
1957,30,1460,Redhead,103053,47783,5.84,0.99,,0
1957,30,1470,Canvasback,82134,50435,2.96,0.41,,0
1957,31,1460,Redhead,60250,26586,5.84,0.99,,0
1957,31,1470,Canvasback,157118,65913,2.96,0.41,,0
1957,32,1460,Redhead,45749,16351,5.84,0.99,,0
1957,32,1470,Canvasback,38467,11756,2.96,0.41,,0
1957,33,1460,Redhead,0,0,5.84,0.99,,0
1957,33,1470,Canvasback,1492,881,2.96,0.41,,0
1957,34,1460,Redhead,49101,13722,4.14,0.62,,0
1957,34,1470,Canvasback,57949,17485,2.37,0.46,,0
1957,35,1460,Redhead,8612,2555,4.14,0.62,,0
1957,35,1470,Canvasback,24883,9157,2.37,0.46,,0
1957,36,1460,Redhead,0,2575.84,4.14,0.62,,3
1957,36,1470,Canvasback,0,3255.22,2.37,0.46,,3
1957,37,1460,Redhead,17830,10063,4.14,0.62,,0
1957,37,1470,Canvasback,10233,3045,2.37,0.46,,0
1957,38,1460,Redhead,0,0,4.14,0.62,,0
1957,38,1470,Canvasback,0,0,2.37,0.46,,0
1957,39,1460,Redhead,3717,1709,4.14,0.62,,0
1957,39,1470,Canvasback,6032,1936,2.37,0.46,,0
1957,40,1460,Redhead,16435,3955,4.14,0.62,,0
1957,40,1470,Canvasback,32240,10457,2.37,0.46,,0
1957,41,1460,Redhead,4265.29,5156.83,1.61,0.53,,1
1957,41,1470,Canvasback,7669.83,4893.76,2.02,0.7,,1
1957,42,1460,Redhead,71.87,3962.17,1.61,0.53,,1
1957,42,1470,Canvasback,0,2373.33,2.02,0.7,,1
1957,43,1460,Redhead,0,3579.74,1.61,0.53,,1
1957,43,1470,Canvasback,0,2775.47,2.02,0.7,,1
1957,44,1460,Redhead,146.98,1635.75,1.61,0.53,,1
1957,44,1470,Canvasback,0,1775.5,2.02,0.7,,1
1957,45,1460,Redhead,18491.03,48447.34,8.77,1.28,,1
1957,45,1470,Canvasback,7120.71,13339.16,1.97,0.31,,1
1957,46,1460,Redhead,4819.93,34671.67,8.77,1.28,,1
1957,46,1470,Canvasback,7150.18,6748.49,1.97,0.31,,1
1957,47,1460,Redhead,735.78,2943.17,8.77,1.28,,1
1957,47,1470,Canvasback,69.24,695.06,1.97,0.31,,1
1957,48,1460,Redhead,14105.24,35948.17,8.77,1.28,,1
1957,48,1470,Canvasback,2602.42,5535.21,1.97,0.31,,1
1957,49,1460,Redhead,0,9913.66,8.77,1.28,,1
1957,49,1470,Canvasback,0,1569.1,1.97,0.31,,1
1957,50,1460,Redhead,0,0,3.11,0.24,,0
1957,50,1470,Canvasback,0,0,2.59,0.46,,0
1957,75,1460,Redhead,2233.09,1740.22,3.11,0.24,,0
1957,75,1470,Canvasback,9918.48,12059.22,2.59,0.46,,0
1957,76,1460,Redhead,15688.02,15762.09,3.11,0.24,,3
1957,76,1470,Canvasback,0,12563.58,2.59,0.46,,3
1957,77,1460,Redhead,0,0,3.11,0.24,,0
1957,77,1470,Canvasback,0,0,2.59,0.46,,0
1958,1,1460,Redhead,0,0,3.11,0.24,,0
1958,1,1470,Canvasback,0,0,2.43,0.46,,0
1958,2,1460,Redhead,0,0,3.11,0.24,,0
1958,2,1470,Canvasback,0,0,2.43,0.46,,0
1958,3,1460,Redhead,0,0,3.11,0.24,,0
1958,3,1470,Canvasback,11941,4538,2.43,0.46,,0
1958,4,1460,Redhead,0,0,3.11,0.24,,0
1958,4,1470,Canvasback,10182,5709,2.43,0.46,,0
1958,5,1460,Redhead,0,0,3.11,0.24,,0
1958,5,1470,Canvasback,0,0,2.43,0.46,,0
1958,6,1460,Redhead,0,0,3.11,0.24,,0
1958,6,1470,Canvasback,712,662,2.43,0.46,,0
1958,7,1460,Redhead,0,123.25,3.11,0.24,,3
1958,7,1470,Canvasback,0,1362.3,2.43,0.46,,3
1958,8,1460,Redhead,0,0,3.11,0.24,,0
1958,8,1470,Canvasback,0,0,2.43,0.46,,0
1958,9,1460,Redhead,0,0,3.11,0.24,,0
1958,9,1470,Canvasback,0,0,2.43,0.46,,0
1958,10,1460,Redhead,0,0,3.11,0.24,,0
1958,10,1470,Canvasback,0,0,2.43,0.46,,0
1958,11,1460,Redhead,0,0,3.11,0.24,,0
1958,11,1470,Canvasback,0,0,2.43,0.46,,0
1958,12,1460,Redhead,0,0,3.11,0.24,,0
1958,12,1470,Canvasback,16454,7765,2.59,0.46,,0
1958,13,1460,Redhead,0,0,3.11,0.24,,0
1958,13,1470,Canvasback,3553,3553,2.59,0.46,,0
1958,14,1460,Redhead,0,0,3.11,0.24,,0
1958,14,1470,Canvasback,0,0,2.59,0.46,,0
1958,15,1460,Redhead,0,968.52,3.11,0.24,,3
1958,15,1470,Canvasback,0,5357.75,2.59,0.46,,3
1958,16,1460,Redhead,0,0,3.11,0.24,,0
1958,16,1470,Canvasback,0,0,2.59,0.46,,0
1958,17,1460,Redhead,0,0,3.11,0.24,,0
1958,17,1470,Canvasback,0,0,2.59,0.46,,0
1958,18,1460,Redhead,0,0,3.11,0.24,,0
1958,18,1470,Canvasback,0,0,2.59,0.46,,0
1958,20,1460,Redhead,11542,3062,3.11,0.24,,0
1958,20,1470,Canvasback,30755,21202,2.59,0.46,,0
1958,21,1460,Redhead,0,0,3.11,0.24,,0
1958,21,1470,Canvasback,0,0,2.59,0.46,,0
1958,22,1460,Redhead,0,0,3.11,0.24,,0
1958,22,1470,Canvasback,0,0,2.59,0.46,,0
1958,23,1460,Redhead,0,0,3.11,0.24,,0
1958,23,1470,Canvasback,0,0,2.59,0.46,,0
1958,24,1460,Redhead,0,0,3.11,0.24,,0
1958,24,1470,Canvasback,2298,2393,2.59,0.46,,0
1958,25,1460,Redhead,0,0,3.11,0.24,,0
1958,25,1470,Canvasback,20285,15167,2.59,0.46,,0
1958,26,1460,Redhead,83501,16503,4.16,0.53,,0
1958,26,1470,Canvasback,144827,55497,2.82,0.37,,0
1958,27,1460,Redhead,20233,8646,4.16,0.53,,0
1958,27,1470,Canvasback,8076,3204,2.82,0.37,,0
1958,28,1460,Redhead,17353,6635,4.16,0.53,,0
1958,28,1470,Canvasback,7080,3679,2.82,0.37,,0
1958,29,1460,Redhead,6118,2902,4.16,0.53,,0
1958,29,1470,Canvasback,8724,4482,2.82,0.37,,0
1958,30,1460,Redhead,30503,14607,5.84,0.99,,0
1958,30,1470,Canvasback,61046,33802,2.96,0.41,,0
1958,31,1460,Redhead,54773,14778,5.84,0.99,,0
1958,31,1470,Canvasback,40666,19979,2.96,0.41,,0
1958,32,1460,Redhead,19773,5697,5.84,0.99,,0
1958,32,1470,Canvasback,38467,18460,2.96,0.41,,0
1958,33,1460,Redhead,0,0,5.84,0.99,,0
1958,33,1470,Canvasback,746,722,2.96,0.41,,0
1958,34,1460,Redhead,32849,8387,4.14,0.62,,0
1958,34,1470,Canvasback,66482,19779,2.37,0.46,,0
1958,35,1460,Redhead,5642,2479,4.14,0.62,,0
1958,35,1470,Canvasback,42266,14043,2.37,0.46,,0
1958,36,1460,Redhead,0,2560.56,4.14,0.62,,3
1958,36,1470,Canvasback,11608,3237.32,2.37,0.46,,3
1958,37,1460,Redhead,65971,37190,4.14,0.62,,0
1958,37,1470,Canvasback,41956,14825,2.37,0.46,,0
1958,38,1460,Redhead,1733,1311,4.14,0.62,,0
1958,38,1470,Canvasback,0,0,2.37,0.46,,0
1958,39,1460,Redhead,5767,1530,4.14,0.62,,0
1958,39,1470,Canvasback,19934,6905,2.37,0.46,,0
1958,40,1460,Redhead,25653,9065,4.14,0.62,,0
1958,40,1470,Canvasback,44532,10817,2.37,0.46,,0
1958,41,1460,Redhead,4099.05,5109.95,1.61,0.53,,1
1958,41,1470,Canvasback,7134.89,4851.2,2.02,0.7,,1
1958,42,1460,Redhead,155.81,3931.54,1.61,0.53,,1
1958,42,1470,Canvasback,0,2347.77,2.02,0.7,,1
1958,43,1460,Redhead,0,0,1.61,0.53,,0
1958,43,1470,Canvasback,0,0,2.02,0.7,,0
1958,44,1460,Redhead,180.09,1599.05,1.61,0.53,,1
1958,44,1470,Canvasback,0,1728.63,2.02,0.7,,1
1958,45,1460,Redhead,21791,17035,8.77,1.28,,0
1958,45,1470,Canvasback,14715,6662,1.97,0.31,,0
1958,46,1460,Redhead,12331,7840,8.77,1.28,,0
1958,46,1470,Canvasback,15960,11503,1.97,0.31,,0
1958,47,1460,Redhead,0,0,8.77,1.28,,0
1958,47,1470,Canvasback,0,0,1.97,0.31,,0
1958,48,1460,Redhead,19232.56,34865.02,8.77,1.28,,1
1958,48,1470,Canvasback,2836.12,5489.48,1.97,0.31,,1
1958,49,1460,Redhead,0,9702.67,8.77,1.28,,1
1958,49,1470,Canvasback,0,1558.67,1.97,0.31,,1
1958,50,1460,Redhead,0,0,3.11,0.24,,0
1958,50,1470,Canvasback,32256,34738,2.59,0.46,,0
1958,75,1460,Redhead,2233.09,2726.65,3.11,0.24,,0
1958,75,1470,Canvasback,12398.1,5602.41,2.59,0.46,,0
1958,76,1460,Redhead,15688.02,15568.29,3.11,0.24,,3
1958,76,1470,Canvasback,0,12487.74,2.59,0.46,,3
1958,77,1460,Redhead,0,0,3.11,0.24,,0
1958,77,1470,Canvasback,28940.3,27834.09,2.59,0.46,,0
1959,1,1460,Redhead,0,0,3.11,0.24,,0
1959,1,1470,Canvasback,0,0,2.43,0.46,,0
1959,2,1460,Redhead,0,0,3.11,0.24,,0
1959,2,1470,Canvasback,0,0,2.43,0.46,,0
1959,3,1460,Redhead,0,0,3.11,0.24,,0
1959,3,1470,Canvasback,10936,4489,2.43,0.46,,0
1959,4,1460,Redhead,0,0,3.11,0.24,,0
1959,4,1470,Canvasback,35264,18409,2.43,0.46,,0
1959,5,1460,Redhead,0,0,3.11,0.24,,0
1959,5,1470,Canvasback,0,0,2.43,0.46,,0
1959,6,1460,Redhead,0,0,3.11,0.24,,0
1959,6,1470,Canvasback,356,331,2.43,0.46,,0
1959,7,1460,Redhead,0,122.93,3.11,0.24,,3
1959,7,1470,Canvasback,292,1358.44,2.43,0.46,,3
1959,8,1460,Redhead,0,0,3.11,0.24,,0
1959,8,1470,Canvasback,0,0,2.43,0.46,,0
1959,9,1460,Redhead,0,0,3.11,0.24,,0
1959,9,1470,Canvasback,3302,2209,2.43,0.46,,0
1959,10,1460,Redhead,0,0,3.11,0.24,,0
1959,10,1470,Canvasback,3062,3001,2.43,0.46,,0
1959,11,1460,Redhead,0,0,3.11,0.24,,0
1959,11,1470,Canvasback,1502,1017,2.43,0.46,,0
1959,12,1460,Redhead,0,0,3.11,0.24,,0
1959,12,1470,Canvasback,22695,17676,2.59,0.46,,0
1959,13,1460,Redhead,0,0,3.11,0.24,,0
1959,13,1470,Canvasback,4264,2537,2.59,0.46,,0
1959,14,1460,Redhead,0,0,3.11,0.24,,0
1959,14,1470,Canvasback,0,0,2.59,0.46,,0
1959,15,1460,Redhead,0,965.18,3.11,0.24,,3
1959,15,1470,Canvasback,25838,5315.61,2.59,0.46,,3
1959,16,1460,Redhead,0,0,3.11,0.24,,0
1959,16,1470,Canvasback,0,0,2.59,0.46,,0
1959,17,1460,Redhead,0,0,3.11,0.24,,0
1959,17,1470,Canvasback,6118,4212,2.59,0.46,,0
1959,18,1460,Redhead,0,0,3.11,0.24,,0
1959,18,1470,Canvasback,0,0,2.59,0.46,,0
1959,20,1460,Redhead,27251,7934,3.11,0.24,,0
